Date_Time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
25.04.2022 17:00,28.3,749.4,754.9,-1.3,74,从南方吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.8,30.8,,,2500或更高，或无云。,,,30,23.2,无降水,12,,,,
25.04.2022 14:00,28.8,750.7,756.2,-1.6,74,从西南方吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.8,29.8,,,2500或更高，或无云。,,,30,23.6,无降水,12,,,,
25.04.2022 11:00,28.9,752.3,757.8,0.7,74,从西南方吹来的风,4,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.8,29.9,,,2500或更高，或无云。,,,30,23.7,无降水,12,,,,
25.04.2022 08:00,27.1,751.6,757.2,0.6,83,从南方吹来的风,2,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.8,29.9,,,2500或更高，或无云。,,,30,23.9,无降水,12,,,,
25.04.2022 05:00,25.1,751,756.5,-0.2,92,从东南偏南方向吹来的风,1,,5,,云量发展情况没有进行观测或无法观测。 ,,,23.8,29.9,,,2500或更高，或无云。,,,26,23.7,无降水,12,,,,
25.04.2022 02:00,25.5,751.2,756.7,-0.7,91,从南方吹来的风,1,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,29.9,,,2500或更高，或无云。,,,30,23.9,无降水,12,,,,
24.04.2022 23:00,26,751.9,757.4,1.2,87,从南方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,,,23.8,29.9,,,2500或更高，或无云。,,,30,23.6,2,12,,,,
24.04.2022 20:00,26.3,750.7,756.2,1,83,从南方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,29.9,,,2500或更高，或无云。,,,30,23.1,2,12,,,,
24.04.2022 17:00,28.9,749.7,755.2,-1.2,71,从南方吹来的风,2,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,29.9,,,2500或更高，或无云。,,,30,23.1,2,12,,,,
24.04.2022 14:00,26.4,750.9,756.4,-1.9,86,从东南偏东方向吹来的风,2,,,,间歇性雨，不冻，在观测时中度 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,29.9,,,2500或更高，或无云。,,,11,23.8,2,12,,,,
24.04.2022 11:00,28,752.8,758.4,0.3,76,从西南偏南方向吹来的风,2,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,29.9,,,2500或更高，或无云。,,,30,23.3,无降水,12,,,,
24.04.2022 08:00,26.1,752.5,758,1.3,81,从东南方吹来的风,1,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,,,,2500或更高，或无云。,,,30,22.5,无降水,12,,,,
24.04.2022 05:00,24.2,751.2,756.7,-0.8,92,从东南偏南方向吹来的风,0,,6,,云量发展情况没有进行观测或无法观测。 ,,,23.6,29.9,,,2500或更高，或无云。,,,24,22.8,无降水,12,,,,
24.04.2022 02:00,24.9,752,757.6,-0.8,90,从西南偏南方向吹来的风,1,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,29.9,,,2500或更高，或无云。,,,30,23.1,无降水,12,,,,
23.04.2022 23:00,25,752.8,758.4,1,87,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,,,23.6,29.9,,,2500或更高，或无云。,,,30,22.6,无降水,12,,,,
23.04.2022 20:00,25.6,751.8,757.3,1,84,从西南偏南方向吹来的风,1,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,29.9,,,2500或更高，或无云。,,,30,22.6,无降水,12,,,,
23.04.2022 17:00,28,750.8,756.4,-1.2,73,从西南方吹来的风,3,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,29.9,,,2500或更高，或无云。,,,30,22.7,无降水,12,,,,
23.04.2022 14:00,29.3,752,757.6,-1.8,65,从西南偏南方向吹来的风,4,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,29.6,,,2500或更高，或无云。,,,30,22,无降水,12,,,,
23.04.2022 11:00,28.9,753.8,759.4,0.1,68,从南方吹来的风,2,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,29.5,,,2500或更高，或无云。,,,30,22.3,0.2,12,,,,
23.04.2022 08:00,25.9,753.7,759.2,1.1,82,从东北方吹来的风,1,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,,,,2500或更高，或无云。,,,20,22.5,0.2,12,,,,
