Date_Time,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.05.2022 14:00,17.7,754,759.7,,93,从东北偏北方向吹来的风,3,,12,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.7,27.6,,,,,,7,16.5,9,6,,,,
01.05.2022 11:00,18.2,755.1,760.7,0.8,91,从东北偏北方向吹来的风,5,,12,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.2,28.5,,,2500或更高，或无云。,,,25,16.7,7,12,,,,
01.05.2022 08:00,18.7,754.3,760,1.5,90,从东北偏北方向吹来的风,6,,12,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.7,28.5,,,2500或更高，或无云。,,,30,17,3,12,,,,
01.05.2022 05:00,22,752.8,758.4,-0.6,89,从东北偏北方向吹来的风,3,,9,,间歇性雨，不冻，在观测时中度 ,,,22,28.5,,,2500或更高，或无云。,,,6,20.1,0.6,12,,,,
01.05.2022 02:00,23.8,753.4,758.9,-0.8,85,从东方吹来的风,2,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,28.5,,,2500或更高，或无云。,,,28,21.1,无降水,12,,,,
30.04.2022 23:00,24.3,754.2,759.7,0.9,82,从东方吹来的风,1,,9,,云量发展情况没有进行观测或无法观测。 ,,,24.3,28.5,,,2500或更高，或无云。,,,30,21,无降水,12,,,,
30.04.2022 20:00,24.5,753.3,758.8,0.6,79,从东方吹来的风,3,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.5,28.5,,,2500或更高，或无云。,,,30,20.6,无降水,12,,,,
30.04.2022 17:00,25.3,752.7,758.2,-0.6,78,从东方吹来的风,2,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.2,30.1,,,2500或更高，或无云。,,,30,21.1,无降水,12,,,,
30.04.2022 14:00,27.6,753.3,758.8,-1.2,71,从东南偏东方向吹来的风,3,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.4,,,,2500或更高，或无云。,,,30,21.8,无降水,12,,,,
30.04.2022 11:00,26.1,754.5,760,0.2,79,从东北偏东方向吹来的风,2,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.4,,,,2500或更高，或无云。,,,30,22.1,无降水,12,,,,
30.04.2022 08:00,26.1,754.3,759.9,1.3,84,从东南偏东方向吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.8,,,,2500或更高，或无云。,,,30,23.1,无降水,12,,,,
30.04.2022 05:00,25.8,753,758.5,-0.3,89,从北方吹来的风,0,,6,,云量发展情况没有进行观测或无法观测。 ,,,24.9,32.2,,,2500或更高，或无云。,,,23,23.8,无降水,12,,,,
30.04.2022 02:00,26.4,753.3,758.8,-0.7,82,从南方吹来的风,1,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.9,32.2,,,2500或更高，或无云。,,,30,23,无降水,12,,,,
29.04.2022 23:00,26.7,754,759.4,1.3,83,从东方吹来的风,0,,7,,云量发展情况没有进行观测或无法观测。 ,,,24.9,32.2,,,2500或更高，或无云。,,,30,23.5,无降水,12,,,,
29.04.2022 20:00,27.3,752.7,758.2,1.6,81,从南方吹来的风,1,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.9,32.2,,,2500或更高，或无云。,,,30,23.7,无降水,12,,,,
29.04.2022 17:00,29.9,751.1,756.6,-1,65,从西南方吹来的风,4,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.9,32.2,,,2500或更高，或无云。,,,30,22.6,无降水,12,,,,
29.04.2022 14:00,31.6,752.1,757.6,-1.3,61,从西南偏南方向吹来的风,3,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.9,32.7,,,2500或更高，或无云。,,,30,23.1,无降水,12,,,,
29.04.2022 11:00,30.9,753.4,758.9,0.1,62,从西南偏南方向吹来的风,2,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.9,32.9,,,2500或更高，或无云。,,,30,22.7,无降水,12,,,,
29.04.2022 08:00,27.6,753.3,758.8,0.9,79,从东南偏东方向吹来的风,1,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.9,,,,2500或更高，或无云。,,,30,23.6,无降水,12,,,,
29.04.2022 05:00,25.2,752.4,757.9,-0.4,89,从东方吹来的风,0,,,,云量发展情况没有进行观测或无法观测。 ,,,25.1,32.9,,,2500或更高，或无云。,,,29,23.2,无降水,12,,,,
29.04.2022 02:00,25.5,752.8,758.2,-0.6,88,从东北偏东方向吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.4,32.9,,,2500或更高，或无云。,,,30,23.3,无降水,12,,,,
28.04.2022 23:00,26.3,753.4,758.9,1.3,84,从东南方吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,,,26.3,32.9,,,2500或更高，或无云。,,,30,23.3,无降水,12,,,,
28.04.2022 20:00,27.6,752.1,757.6,0.5,76,从东南偏南方向吹来的风,1,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,26.3,32.9,,,2500或更高，或无云。,,,30,22.9,无降水,12,,,,
28.04.2022 17:00,30.8,751.6,757,-0.5,58,从西南偏南方向吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,26.3,32.9,,,2500或更高，或无云。,,,30,21.5,无降水,12,,,,
28.04.2022 14:00,32.1,752.1,757.6,-1.5,61,从西南偏南方向吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,26.3,32.9,,,2500或更高，或无云。,,,30,23.6,无降水,12,,,,
28.04.2022 11:00,30.6,753.6,759.1,0.5,68,从南方吹来的风,1,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,26.3,31.4,,,2500或更高，或无云。,,,30,24,无降水,12,,,,
28.04.2022 08:00,27.8,753.1,758.5,1.3,81,从东南偏东方向吹来的风,1,,3,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,26.3,,,,2500或更高，或无云。,,,30,24.2,无降水,12,,,,
28.04.2022 05:00,26.4,751.8,757.3,-0.6,86,从南方吹来的风,1,,7,,云量发展情况没有进行观测或无法观测。 ,,,25,31.4,,,2500或更高，或无云。,,,30,23.8,无降水,12,,,,
28.04.2022 02:00,26.7,752.4,757.9,0,86,从南方吹来的风,1,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25,31.4,,,2500或更高，或无云。,,,30,24.1,无降水,12,,,,
27.04.2022 23:00,26.9,752.4,757.9,0.8,84,从北方吹来的风,0,,8,,云量发展情况没有进行观测或无法观测。 ,,,25,31.4,,,2500或更高，或无云。,,,30,23.9,无降水,12,,,,
27.04.2022 20:00,27.3,751.6,757,1.2,83,从东南方吹来的风,1,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25,31.4,,,2500或更高，或无云。,,,30,24.1,无降水,12,,,,
27.04.2022 17:00,29.8,750.4,755.9,-0.9,69,从西南偏南方向吹来的风,4,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25,31.4,,,2500或更高，或无云。,,,30,23.4,无降水,12,,,,
27.04.2022 14:00,30.9,751.3,756.7,-1.2,64,从西南偏南方向吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25,31,,,2500或更高，或无云。,,,30,23.2,无降水,12,,,,
27.04.2022 11:00,30.1,752.5,758,0.6,69,从西南偏南方向吹来的风,3,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25,30.5,,,2500或更高，或无云。,,,30,23.7,无降水,12,,,,
27.04.2022 08:00,27.4,751.9,757.5,1,83,从东南偏南方向吹来的风,1,,3,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25,30.2,,,2500或更高，或无云。,,,30,24.2,无降水,12,,,,
27.04.2022 05:00,25.3,750.9,756.4,-0.4,92,从北方吹来的风,0,,5,,云量发展情况没有进行观测或无法观测。 ,,,24.9,30.2,,,2500或更高，或无云。,,,24,23.9,无降水,12,,,,
27.04.2022 02:00,25.7,751.3,756.8,-0.6,90,从东南偏南方向吹来的风,0,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.9,30.2,,,2500或更高，或无云。,,,30,23.9,无降水,12,,,,
26.04.2022 23:00,26.2,751.9,757.5,1.5,88,从南方吹来的风,1,,7,,云量发展情况没有进行观测或无法观测。 ,,,24.9,30.2,,,2500或更高，或无云。,,,30,24,无降水,12,,,,
26.04.2022 20:00,26.4,750.4,755.9,0.9,86,从东南偏东方向吹来的风,1,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.9,30.2,,,2500或更高，或无云。,,,30,23.8,无降水,12,,,,
26.04.2022 17:00,28,749.5,754.9,-0.6,77,从南方吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.9,30.2,,,2500或更高，或无云。,,,30,23.5,无降水,12,,,,
26.04.2022 14:00,28.5,750.1,755.6,-1.3,75,从西南方吹来的风,4,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.9,30.8,,,2500或更高，或无云。,,,30,23.6,无降水,12,,,,
26.04.2022 11:00,27.9,751.4,756.9,0.2,77,从西南方吹来的风,2,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.9,30.8,,,2500或更高，或无云。,,,30,23.4,无降水,12,,,,
26.04.2022 08:00,26.9,751.2,756.7,1,85,从西南偏南方向吹来的风,2,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.9,,,,2500或更高，或无云。,,,30,24.1,无降水,12,,,,
26.04.2022 05:00,25.3,750.2,755.7,-0.5,90,从东南偏南方向吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,,,24.8,30.8,,,2500或更高，或无云。,,,27,23.5,无降水,12,,,,
26.04.2022 02:00,25.7,750.7,756.1,-0.3,88,从东南偏南方向吹来的风,1,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.8,30.8,,,2500或更高，或无云。,,,30,23.5,无降水,12,,,,
25.04.2022 23:00,25.9,751,756.4,1,87,从东南偏南方向吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,,,24.8,30.8,,,2500或更高，或无云。,,,30,23.5,无降水,12,,,,
25.04.2022 20:00,26.5,750,755.5,0.6,84,从南方吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.8,30.8,,,2500或更高，或无云。,,,30,23.5,无降水,12,,,,
25.04.2022 17:00,28.3,749.4,754.9,-1.3,74,从南方吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.8,30.8,,,2500或更高，或无云。,,,30,23.2,无降水,12,,,,
25.04.2022 14:00,28.8,750.7,756.2,-1.6,74,从西南方吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.8,29.8,,,2500或更高，或无云。,,,30,23.6,无降水,12,,,,
25.04.2022 11:00,28.9,752.3,757.8,0.7,74,从西南方吹来的风,4,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.8,29.9,,,2500或更高，或无云。,,,30,23.7,无降水,12,,,,
25.04.2022 08:00,27.1,751.6,757.2,0.6,83,从南方吹来的风,2,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.8,29.9,,,2500或更高，或无云。,,,30,23.9,无降水,12,,,,
25.04.2022 05:00,25.1,751,756.5,-0.2,92,从东南偏南方向吹来的风,1,,5,,云量发展情况没有进行观测或无法观测。 ,,,23.8,29.9,,,2500或更高，或无云。,,,26,23.7,无降水,12,,,,
25.04.2022 02:00,25.5,751.2,756.7,-0.7,91,从南方吹来的风,1,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,29.9,,,2500或更高，或无云。,,,30,23.9,无降水,12,,,,
24.04.2022 23:00,26,751.9,757.4,1.2,87,从南方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,,,23.8,29.9,,,2500或更高，或无云。,,,30,23.6,2,12,,,,
24.04.2022 20:00,26.3,750.7,756.2,1,83,从南方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,29.9,,,2500或更高，或无云。,,,30,23.1,2,12,,,,
24.04.2022 17:00,28.9,749.7,755.2,-1.2,71,从南方吹来的风,2,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,29.9,,,2500或更高，或无云。,,,30,23.1,2,12,,,,
24.04.2022 14:00,26.4,750.9,756.4,-1.9,86,从东南偏东方向吹来的风,2,,,,间歇性雨，不冻，在观测时中度 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,29.9,,,2500或更高，或无云。,,,11,23.8,2,12,,,,
24.04.2022 11:00,28,752.8,758.4,0.3,76,从西南偏南方向吹来的风,2,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,29.9,,,2500或更高，或无云。,,,30,23.3,无降水,12,,,,
24.04.2022 08:00,26.1,752.5,758,1.3,81,从东南方吹来的风,1,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.8,,,,2500或更高，或无云。,,,30,22.5,无降水,12,,,,
24.04.2022 05:00,24.2,751.2,756.7,-0.8,92,从东南偏南方向吹来的风,0,,6,,云量发展情况没有进行观测或无法观测。 ,,,23.6,29.9,,,2500或更高，或无云。,,,24,22.8,无降水,12,,,,
24.04.2022 02:00,24.9,752,757.6,-0.8,90,从西南偏南方向吹来的风,1,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,29.9,,,2500或更高，或无云。,,,30,23.1,无降水,12,,,,
23.04.2022 23:00,25,752.8,758.4,1,87,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,,,23.6,29.9,,,2500或更高，或无云。,,,30,22.6,无降水,12,,,,
23.04.2022 20:00,25.6,751.8,757.3,1,84,从西南偏南方向吹来的风,1,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,29.9,,,2500或更高，或无云。,,,30,22.6,无降水,12,,,,
23.04.2022 17:00,28,750.8,756.4,-1.2,73,从西南方吹来的风,3,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,29.9,,,2500或更高，或无云。,,,30,22.7,无降水,12,,,,
23.04.2022 14:00,29.3,752,757.6,-1.8,65,从西南偏南方向吹来的风,4,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,29.6,,,2500或更高，或无云。,,,30,22,无降水,12,,,,
23.04.2022 11:00,28.9,753.8,759.4,0.1,68,从南方吹来的风,2,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,29.5,,,2500或更高，或无云。,,,30,22.3,0.2,12,,,,
23.04.2022 08:00,25.9,753.7,759.2,1.1,82,从东北方吹来的风,1,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,,,,2500或更高，或无云。,,,20,22.5,0.2,12,,,,
23.04.2022 05:00,23.8,752.6,758.2,-0.2,91,从东方吹来的风,1,,4,,云量发展情况没有进行观测或无法观测。 ,,,22.4,29.5,,,2500或更高，或无云。,,,15,22.2,0.2,12,,,,
23.04.2022 02:00,23.9,752.8,758.3,-1.2,90,从东南偏东方向吹来的风,1,,5,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,22,29.5,,,2500或更高，或无云。,,,21,22.1,0.2,12,,,,
22.04.2022 23:00,24.5,754,759.5,1.2,85,从东方吹来的风,0,,7,,云量发展情况没有进行观测或无法观测。 ,,,22,29.5,,,2500或更高，或无云。,,,30,21.8,无降水,12,,,,
22.04.2022 20:00,25,752.8,758.4,0.6,82,从西南偏南方向吹来的风,1,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,22,29.5,,,2500或更高，或无云。,,,30,21.7,无降水,12,,,,
22.04.2022 17:00,28.1,752.2,757.8,-0.8,68,从西南偏南方向吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,22,29.5,,,2500或更高，或无云。,,,30,21.6,无降水,12,,,,
22.04.2022 14:00,28.4,753,758.5,-1.5,68,从西南偏南方向吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,22,29.5,,,2500或更高，或无云。,,,30,21.9,无降水,12,,,,
22.04.2022 11:00,27.8,754.5,760,-0.2,69,从东方吹来的风,1,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,22,29.2,,,2500或更高，或无云。,,,30,21.5,无降水,12,,,,
22.04.2022 08:00,24,754.7,760.3,0.9,85,从北方吹来的风,0,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21.9,,,,2500或更高，或无云。,,,27,21.3,无降水,12,,,,
22.04.2022 05:00,22.4,753.8,759.4,-0.2,89,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,,,20.1,29.2,,,2500或更高，或无云。,,,25,20.4,无降水,12,,,,
22.04.2022 02:00,22.3,754,759.5,-0.8,88,从东南方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.1,29.2,,,2500或更高，或无云。,,,19,20.2,无降水,12,,,,
21.04.2022 23:00,22.5,754.8,760.3,1.1,85,从东方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,,,20,29.2,,,2500或更高，或无云。,,,22,19.8,无降水,12,,,,
21.04.2022 20:00,23.5,753.7,759.4,1,80,从南方吹来的风,1,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20,29.2,,,2500或更高，或无云。,,,28,19.8,无降水,12,,,,
21.04.2022 17:00,28.5,752.7,758.2,-1,61,从西南方吹来的风,2,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20,29.2,,,2500或更高，或无云。,,,30,20.2,无降水,12,,,,
21.04.2022 14:00,27.6,753.7,759.3,-1.6,63,从西南方吹来的风,3,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20,28.5,,,2500或更高，或无云。,,,16,19.9,无降水,12,,,,
21.04.2022 11:00,26.2,755.3,760.9,-0.1,66,从南方吹来的风,2,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20,26.4,,,2500或更高，或无云。,,,15,19.3,无降水,12,,,,
21.04.2022 08:00,21.8,755.4,761,1.1,81,从东北方吹来的风,1,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.6,,,,2500或更高，或无云。,,,13,18.3,无降水,12,,,,
21.04.2022 05:00,20.2,754.3,760,-0.4,83,从东北偏北方向吹来的风,1,,3,,云量发展情况没有进行观测或无法观测。 ,,,18.1,26.4,,,2500或更高，或无云。,,,15,17.2,无降水,12,,,,
21.04.2022 02:00,20.1,754.7,760.3,-1.3,81,从东北方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.1,26.4,,,2500或更高，或无云。,,,20,16.7,无降水,12,,,,
20.04.2022 23:00,21.3,756,761.6,,87,无风,0,,,, ,,,18.1,26.4,,,,,,8,19,无降水,6,,,,
20.04.2022 20:00,22,755,760.7,0.7,83,从南方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.1,26.4,,,2500或更高，或无云。,,,10,18.9,无降水,12,,,,
20.04.2022 17:00,23.9,754.3,759.9,-0.6,74,从西南偏南方向吹来的风,2,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,18.1,26.4,,,2500或更高，或无云。,,,11,18.9,无降水,12,,,,
20.04.2022 14:00,25.8,754.9,760.5,-2.3,66,从东北偏东方向吹来的风,1,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,17.7,25.8,,,2500或更高，或无云。,,,28,18.9,无降水,12,,,,
20.04.2022 11:00,21.5,757.2,762.9,0,75,从东北方吹来的风,1,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,16.9,21.5,,,2500或更高，或无云。,,,27,16.8,无降水,12,,,,
